filename,latitude,longitude,altitude
01f1653a94f14044bf11d78c5b4221d1_5.JPG,40.688456,-74.047464,300.404532
0236bf6690654f9ab0e1ebae673ab6eb_0.JPG,40.684471,-74.048892,300.295541
0236bf6690654f9ab0e1ebae673ab6eb_1.JPG,40.680291,-74.044627,300.520587
0236bf6690654f9ab0e1ebae673ab6eb_2.JPG,40.681048,-74.04812,300.314244
0236bf6690654f9ab0e1ebae673ab6eb_3.JPG,40.68196,-74.044225,300.142241
0236bf6690654f9ab0e1ebae673ab6eb_4.JPG,40.682046,-74.041256,300.260593
0236bf6690654f9ab0e1ebae673ab6eb_5.JPG,40.681401,-74.043577,300.418979
0331412671394b5a948c75a13a709340_0.JPG,40.683015,-74.046139,300.590237
0331412671394b5a948c75a13a709340_1.JPG,40.682787,-74.046459,300.359303
0331412671394b5a948c75a13a709340_2.JPG,40.684533,-74.044152,300.758332
0331412671394b5a948c75a13a709340_3.JPG,40.689502,-74.044077,300.735383
0331412671394b5a948c75a13a709340_4.JPG,40.686548,-74.04393,300.926485
0331412671394b5a948c75a13a709340_5.JPG,40.686219,-74.046717,300.755803
03a0a8da45f84ceeb1f453155c0d9e76_0.JPG,40.68323,-74.045046,300.036401
03a0a8da45f84ceeb1f453155c0d9e76_1.JPG,40.685647,-74.045083,300.799954
03a0a8da45f84ceeb1f453155c0d9e76_2.JPG,40.686945,-74.040329,300.401969
03a0a8da45f84ceeb1f453155c0d9e76_3.JPG,40.681538,-74.044225,300.476614
03a0a8da45f84ceeb1f453155c0d9e76_4.JPG,40.680244,-74.048036,300.635463
03a0a8da45f84ceeb1f453155c0d9e76_5.JPG,40.68204,-74.041361,300.49707
04311e97ceb34892b8915d88da111fc6_0.JPG,40.689014,-74.04471,300.221299
04311e97ceb34892b8915d88da111fc6_1.JPG,40.683864,-74.048766,300.717685
04311e97ceb34892b8915d88da111fc6_2.JPG,40.680371,-74.044682,300.321634
04311e97ceb34892b8915d88da111fc6_3.JPG,40.68813,-74.046329,300.04888
04311e97ceb34892b8915d88da111fc6_4.JPG,40.685046,-74.048871,300.437952
04311e97ceb34892b8915d88da111fc6_5.JPG,40.687781,-74.040005,300.64705
046c0be278a24e4285fa30514af14fb2_0.JPG,40.686442,-74.048816,300.073785
046c0be278a24e4285fa30514af14fb2_1.JPG,40.687501,-74.04184,300.108891
046c0be278a24e4285fa30514af14fb2_2.JPG,40.686447,-74.041502,300.144353
046c0be278a24e4285fa30514af14fb2_3.JPG,40.687708,-74.041281,300.126935
046c0be278a24e4285fa30514af14fb2_4.JPG,40.681836,-74.044043,300.825408
046c0be278a24e4285fa30514af14fb2_5.JPG,40.683439,-74.045946,300.259641
04d6f978be754411ad826def3ee76a6b_0.JPG,40.688916,-74.0409,300.616171
04d6f978be754411ad826def3ee76a6b_1.JPG,40.680065,-74.048366,300.428797
04d6f978be754411ad826def3ee76a6b_2.JPG,40.68864,-74.042238,300.566879
04d6f978be754411ad826def3ee76a6b_3.JPG,40.684461,-74.047753,300.830961
04d6f978be754411ad826def3ee76a6b_4.JPG,40.680582,-74.049938,300.875154
04d6f978be754411ad826def3ee76a6b_5.JPG,40.688821,-74.046825,300.104582
050872a04bf640348749399fe1cac55f_0.JPG,40.688156,-74.040659,300.304765
050872a04bf640348749399fe1cac55f_1.JPG,40.689763,-74.046529,300.674212
050872a04bf640348749399fe1cac55f_2.JPG,40.685347,-74.04603,300.334974
050872a04bf640348749399fe1cac55f_3.JPG,40.688437,-74.040168,300.191989
050872a04bf640348749399fe1cac55f_4.JPG,40.685225,-74.04173,300.476809
050872a04bf640348749399fe1cac55f_5.JPG,40.68014,-74.047151,300.222805
0576e741c9ab49b99ae18c808d21b35b_0.JPG,40.688574,-74.045199,300.280652
0576e741c9ab49b99ae18c808d21b35b_1.JPG,40.684185,-74.046303,300.982606
0576e741c9ab49b99ae18c808d21b35b_2.JPG,40.682178,-74.049823,300.98852
0576e741c9ab49b99ae18c808d21b35b_3.JPG,40.68056,-74.042685,300.828101
0576e741c9ab49b99ae18c808d21b35b_4.JPG,40.685272,-74.049268,300.406723
0576e741c9ab49b99ae18c808d21b35b_5.JPG,40.688538,-74.047093,300.4692
05b052df7e264eac88bc8b0de315c0ed_0.JPG,40.687679,-74.043684,300.68011
05b052df7e264eac88bc8b0de315c0ed_1.JPG,40.680868,-74.04808,300.773894
05b052df7e264eac88bc8b0de315c0ed_2.JPG,40.68253,-74.044968,300.650866
05b052df7e264eac88bc8b0de315c0ed_3.JPG,40.685088,-74.046383,300.020371
05b052df7e264eac88bc8b0de315c0ed_4.JPG,40.684688,-74.041713,300.349334
05b052df7e264eac88bc8b0de315c0ed_5.JPG,40.686169,-74.048007,300.275065
05dc4a7e85d84616b6a9ad4d211cc187_0.JPG,40.686801,-74.040052,300.885433
05dc4a7e85d84616b6a9ad4d211cc187_1.JPG,40.687108,-74.045409,300.680099
05dc4a7e85d84616b6a9ad4d211cc187_2.JPG,40.681039,-74.046422,300.368874
05dc4a7e85d84616b6a9ad4d211cc187_3.JPG,40.680749,-74.047369,300.276952
05dc4a7e85d84616b6a9ad4d211cc187_4.JPG,40.684903,-74.046858,300.280016
05dc4a7e85d84616b6a9ad4d211cc187_5.JPG,40.688694,-74.044345,300.791754
060b7b5c61944541a787bdce41c03668_0.JPG,40.689455,-74.040912,300.380067
060b7b5c61944541a787bdce41c03668_1.JPG,40.683865,-74.043641,300.134162
060b7b5c61944541a787bdce41c03668_2.JPG,40.681218,-74.043634,300.475937
060b7b5c61944541a787bdce41c03668_3.JPG,40.68269,-74.044397,300.644237
060b7b5c61944541a787bdce41c03668_4.JPG,40.681144,-74.04053,300.870027
060b7b5c61944541a787bdce41c03668_5.JPG,40.685609,-74.048776,300.499959
061539285ecd44eb98f00223d36636e5_0.JPG,40.683006,-74.048132,300.522583
061539285ecd44eb98f00223d36636e5_1.JPG,40.687735,-74.047156,300.629255
061539285ecd44eb98f00223d36636e5_2.JPG,40.687741,-74.049289,300.640695
061539285ecd44eb98f00223d36636e5_3.JPG,40.684888,-74.046817,300.607901
061539285ecd44eb98f00223d36636e5_4.JPG,40.68264,-74.04354,300.063107
061539285ecd44eb98f00223d36636e5_5.JPG,40.687853,-74.042812,300.717334
0649923b3dca449f94e83f18fd968de5_0.JPG,40.68775,-74.049241,300.965063
0649923b3dca449f94e83f18fd968de5_1.JPG,40.687499,-74.048912,300.303016
0649923b3dca449f94e83f18fd968de5_2.JPG,40.680928,-74.045584,300.608305
0649923b3dca449f94e83f18fd968de5_3.JPG,40.688276,-74.045789,300.323808
0649923b3dca449f94e83f18fd968de5_4.JPG,40.685044,-74.049408,300.586267
0649923b3dca449f94e83f18fd968de5_5.JPG,40.683752,-74.048051,300.933412
072bf42e607244619d194979f2ba9140_0.JPG,40.681078,-74.047672,300.933606
072bf42e607244619d194979f2ba9140_1.JPG,40.684872,-74.048562,300.863912
072bf42e607244619d194979f2ba9140_2.JPG,40.685991,-74.043946,300.8273
072bf42e607244619d194979f2ba9140_3.JPG,40.685489,-74.049198,300.263424
072bf42e607244619d194979f2ba9140_4.JPG,40.684511,-74.043139,300.782709
072bf42e607244619d194979f2ba9140_5.JPG,40.689747,-74.04857,300.055909
078eace26fde4b1cb3001876d0e4b7ab_0.JPG,40.689863,-74.048553,300.539877
078eace26fde4b1cb3001876d0e4b7ab_1.JPG,40.684814,-74.04112,300.069024
078eace26fde4b1cb3001876d0e4b7ab_2.JPG,40.686181,-74.044854,300.717453
078eace26fde4b1cb3001876d0e4b7ab_3.JPG,40.683839,-74.0448,300.499831
078eace26fde4b1cb3001876d0e4b7ab_4.JPG,40.68647,-74.040616,300.023595
078eace26fde4b1cb3001876d0e4b7ab_5.JPG,40.682468,-74.0484,300.16796
07bf7a285fcf43f489b37a68364ab457_0.JPG,40.689786,-74.048687,300.033049
07bf7a285fcf43f489b37a68364ab457_1.JPG,40.689587,-74.042787,300.539087
07bf7a285fcf43f489b37a68364ab457_2.JPG,40.685456,-74.041972,300.81013
07bf7a285fcf43f489b37a68364ab457_3.JPG,40.685378,-74.042114,300.940097
07bf7a285fcf43f489b37a68364ab457_4.JPG,40.684998,-74.04506,300.084675
07bf7a285fcf43f489b37a68364ab457_5.JPG,40.683508,-74.048447,300.225094
07e22c499633478fbd26d99211794315_0.JPG,40.681878,-74.048002,300.144682
07e22c499633478fbd26d99211794315_1.JPG,40.681601,-74.049447,300.530323
07e22c499633478fbd26d99211794315_2.JPG,40.683087,-74.044648,300.966283
07e22c499633478fbd26d99211794315_3.JPG,40.686704,-74.044727,300.171909
07e22c499633478fbd26d99211794315_4.JPG,40.687066,-74.045418,300.219815
07e22c499633478fbd26d99211794315_5.JPG,40.681624,-74.046793,300.084416
09686b2123cd4ffd9b7a59f357a5ec2a_0.JPG,40.682022,-74.045079,300.918079
09686b2123cd4ffd9b7a59f357a5ec2a_1.JPG,40.680955,-74.049743,300.116623
09686b2123cd4ffd9b7a59f357a5ec2a_2.JPG,40.683786,-74.044831,300.269766
09686b2123cd4ffd9b7a59f357a5ec2a_3.JPG,40.686663,-74.04295,300.011758
09686b2123cd4ffd9b7a59f357a5ec2a_4.JPG,40.68732,-74.044035,300.154414
09686b2123cd4ffd9b7a59f357a5ec2a_5.JPG,40.687986,-74.045438,300.830022
0969496122904214b1c11511e52bef0b_0.JPG,40.681635,-74.044723,300.02461
0969496122904214b1c11511e52bef0b_1.JPG,40.681473,-74.048996,300.574895
0969496122904214b1c11511e52bef0b_2.JPG,40.686878,-74.042056,300.524054
0969496122904214b1c11511e52bef0b_3.JPG,40.680249,-74.040522,300.544206
0969496122904214b1c11511e52bef0b_4.JPG,40.689326,-74.048036,300.654031
0969496122904214b1c11511e52bef0b_5.JPG,40.686791,-74.045762,300.58806
0a3ed15cfab4453795564140e8fde8ba_0.JPG,40.687444,-74.045181,300.602277
0a3ed15cfab4453795564140e8fde8ba_1.JPG,40.684451,-74.042543,300.194693
0a3ed15cfab4453795564140e8fde8ba_2.JPG,40.683885,-74.048959,300.218328
0a3ed15cfab4453795564140e8fde8ba_3.JPG,40.689499,-74.040954,300.070713
0a3ed15cfab4453795564140e8fde8ba_4.JPG,40.684789,-74.049753,300.695457
0a3ed15cfab4453795564140e8fde8ba_5.JPG,40.681575,-74.042554,300.825307
0a4a499660dc4e7c986779f8b6786f87_0.JPG,40.681593,-74.048738,300.481765
0a4a499660dc4e7c986779f8b6786f87_1.JPG,40.684962,-74.042792,300.459589
0a4a499660dc4e7c986779f8b6786f87_2.JPG,40.689836,-74.049559,300.192756
0a4a499660dc4e7c986779f8b6786f87_3.JPG,40.683429,-74.041588,300.199563
0a4a499660dc4e7c986779f8b6786f87_4.JPG,40.685677,-74.043913,300.683246
0a4a499660dc4e7c986779f8b6786f87_5.JPG,40.68965,-74.049823,300.908677
0a712c2bb4cc4d5993ba464eba4d879b_0.JPG,40.687351,-74.040883,300.388157
0a712c2bb4cc4d5993ba464eba4d879b_1.JPG,40.688671,-74.042245,300.376667
0a712c2bb4cc4d5993ba464eba4d879b_2.JPG,40.687873,-74.045881,300.624275
0a712c2bb4cc4d5993ba464eba4d879b_3.JPG,40.684937,-74.047641,300.806738
0a712c2bb4cc4d5993ba464eba4d879b_4.JPG,40.681198,-74.044862,300.452527
0a712c2bb4cc4d5993ba464eba4d879b_5.JPG,40.689135,-74.041901,300.031654
0a7de5cccc4a41a8aac8f812ef756b8d_0.JPG,40.683502,-74.049406,300.28141
0a7de5cccc4a41a8aac8f812ef756b8d_1.JPG,40.686433,-74.047504,300.838884
0a7de5cccc4a41a8aac8f812ef756b8d_2.JPG,40.684644,-74.041495,300.964975
0a7de5cccc4a41a8aac8f812ef756b8d_3.JPG,40.686525,-74.04695,300.537682
0a7de5cccc4a41a8aac8f812ef756b8d_4.JPG,40.683633,-74.048065,300.902229
0a7de5cccc4a41a8aac8f812ef756b8d_5.JPG,40.688856,-74.041613,300.497432
0af3092624e74599ba3fb4d3f61e228f_0.JPG,40.68224,-74.041914,300.034511
0af3092624e74599ba3fb4d3f61e228f_1.JPG,40.689035,-74.049796,300.116603
0af3092624e74599ba3fb4d3f61e228f_2.JPG,40.68379,-74.04248,300.245514
0af3092624e74599ba3fb4d3f61e228f_3.JPG,40.682916,-74.044272,300.015287
0af3092624e74599ba3fb4d3f61e228f_4.JPG,40.689609,-74.047453,300.591531
0af3092624e74599ba3fb4d3f61e228f_5.JPG,40.684695,-74.043806,300.02854
0aff71b5a50d4357bfcca7cf5f614b7d_0.JPG,40.682654,-74.045409,300.928013
0aff71b5a50d4357bfcca7cf5f614b7d_1.JPG,40.687551,-74.041288,300.188178
0aff71b5a50d4357bfcca7cf5f614b7d_2.JPG,40.681459,-74.040636,300.221203
0aff71b5a50d4357bfcca7cf5f614b7d_3.JPG,40.683773,-74.045271,300.446119
0aff71b5a50d4357bfcca7cf5f614b7d_4.JPG,40.686876,-74.044802,300.320517
0aff71b5a50d4357bfcca7cf5f614b7d_5.JPG,40.681512,-74.040353,300.185394
0c535ec9dcdf4c229df76ba532f5ab13_0.JPG,40.689705,-74.049697,300.957617
0c535ec9dcdf4c229df76ba532f5ab13_1.JPG,40.689507,-74.046365,300.270785
0c535ec9dcdf4c229df76ba532f5ab13_2.JPG,40.68342,-74.049981,300.504588
0c535ec9dcdf4c229df76ba532f5ab13_3.JPG,40.687808,-74.049198,300.773223
0c535ec9dcdf4c229df76ba532f5ab13_4.JPG,40.685483,-74.044154,300.799357
0c535ec9dcdf4c229df76ba532f5ab13_5.JPG,40.686886,-74.044866,300.664806
0d1ba3c424ad4414ac37dbd0c93460ea_0.JPG,40.689282,-74.043465,300.427782
0d1ba3c424ad4414ac37dbd0c93460ea_1.JPG,40.687702,-74.048035,300.645342
0d1ba3c424ad4414ac37dbd0c93460ea_2.JPG,40.687614,-74.040316,300.326171
0d1ba3c424ad4414ac37dbd0c93460ea_3.JPG,40.684877,-74.048881,300.688502
0d1ba3c424ad4414ac37dbd0c93460ea_4.JPG,40.685755,-74.040589,300.388427
0d1ba3c424ad4414ac37dbd0c93460ea_5.JPG,40.683448,-74.0452,300.768323
0d42d327d5454cb2a3e35c922cc71bde_0.JPG,40.683683,-74.049119,300.553315
0d42d327d5454cb2a3e35c922cc71bde_1.JPG,40.682891,-74.040082,300.114368
0d42d327d5454cb2a3e35c922cc71bde_2.JPG,40.681507,-74.040983,300.175329
0d42d327d5454cb2a3e35c922cc71bde_3.JPG,40.689475,-74.047439,300.30511
0d42d327d5454cb2a3e35c922cc71bde_4.JPG,40.683622,-74.045438,300.131885
0d42d327d5454cb2a3e35c922cc71bde_5.JPG,40.684226,-74.045899,300.055491
0db007efb98d458f89276fda5792f241_0.JPG,40.6807,-74.042847,300.12218
0db007efb98d458f89276fda5792f241_1.JPG,40.686311,-74.044722,300.344421
0db007efb98d458f89276fda5792f241_2.JPG,40.681866,-74.049977,300.237033
0db007efb98d458f89276fda5792f241_3.JPG,40.680564,-74.045759,300.340361
0db007efb98d458f89276fda5792f241_4.JPG,40.688594,-74.044671,300.84571
0db007efb98d458f89276fda5792f241_5.JPG,40.686,-74.04401,300.637806
0e06d6a1720a4b0190cd16a93f2f178d_0.JPG,40.685751,-74.04222,300.896417
0e06d6a1720a4b0190cd16a93f2f178d_1.JPG,40.688214,-74.048019,300.621069
0e06d6a1720a4b0190cd16a93f2f178d_2.JPG,40.689443,-74.047778,300.907508
0e06d6a1720a4b0190cd16a93f2f178d_3.JPG,40.682556,-74.048931,300.084803
0e06d6a1720a4b0190cd16a93f2f178d_4.JPG,40.682002,-74.043228,300.028108
0e06d6a1720a4b0190cd16a93f2f178d_5.JPG,40.682253,-74.04238,300.151239
0e56156017894d80807e8e9945da786b_0.JPG,40.687104,-74.045566,300.58736
0e56156017894d80807e8e9945da786b_1.JPG,40.6854,-74.040194,300.731414
0e56156017894d80807e8e9945da786b_2.JPG,40.680967,-74.049924,300.471092
0e56156017894d80807e8e9945da786b_3.JPG,40.681276,-74.047821,300.789284
0e56156017894d80807e8e9945da786b_4.JPG,40.684865,-74.043139,300.788027
0e56156017894d80807e8e9945da786b_5.JPG,40.688998,-74.043585,300.689092
0f160f01f2c24c85b79aa63d86e70f37_0.JPG,40.681596,-74.044596,300.975804
0f160f01f2c24c85b79aa63d86e70f37_1.JPG,40.681191,-74.043419,300.291078
0f160f01f2c24c85b79aa63d86e70f37_2.JPG,40.685976,-74.040296,300.019372
0f160f01f2c24c85b79aa63d86e70f37_3.JPG,40.687403,-74.045172,300.963757
0f160f01f2c24c85b79aa63d86e70f37_4.JPG,40.681726,-74.042294,300.4825
0f160f01f2c24c85b79aa63d86e70f37_5.JPG,40.688844,-74.040712,300.148718
0f30b2ce7f5c4be6aaae83bc10786e94_0.JPG,40.683476,-74.049195,300.582209
0f30b2ce7f5c4be6aaae83bc10786e94_1.JPG,40.681573,-74.044232,300.772135
0f30b2ce7f5c4be6aaae83bc10786e94_2.JPG,40.683733,-74.048867,300.11731
0f30b2ce7f5c4be6aaae83bc10786e94_3.JPG,40.68743,-74.04194,300.373223
0f30b2ce7f5c4be6aaae83bc10786e94_4.JPG,40.688399,-74.045755,300.247565
0f30b2ce7f5c4be6aaae83bc10786e94_5.JPG,40.685229,-74.04316,300.110371
0f414daad2c944e3aae12d1a6c30b00a_0.JPG,40.682885,-74.044213,300.553969
0f414daad2c944e3aae12d1a6c30b00a_1.JPG,40.686494,-74.044245,300.646517
0f414daad2c944e3aae12d1a6c30b00a_2.JPG,40.688967,-74.041848,300.462136
0f414daad2c944e3aae12d1a6c30b00a_3.JPG,40.687489,-74.041473,300.203618
0f414daad2c944e3aae12d1a6c30b00a_4.JPG,40.687089,-74.049526,300.90856
0f414daad2c944e3aae12d1a6c30b00a_5.JPG,40.683645,-74.043626,300.034523
0f6d3bfab3af488fbe59bd20575b3ac6_0.JPG,40.689689,-74.040843,300.530948
0f6d3bfab3af488fbe59bd20575b3ac6_1.JPG,40.689288,-74.045194,300.368016
0f6d3bfab3af488fbe59bd20575b3ac6_2.JPG,40.68177,-74.047877,300.930094
0f6d3bfab3af488fbe59bd20575b3ac6_3.JPG,40.685542,-74.045767,300.31111
0f6d3bfab3af488fbe59bd20575b3ac6_4.JPG,40.68979,-74.046109,300.459978
0f6d3bfab3af488fbe59bd20575b3ac6_5.JPG,40.686506,-74.040357,300.542837
0fc4328eb9e448559c2791dffd9d9301_0.JPG,40.69,-74.041803,300.00928
0fc4328eb9e448559c2791dffd9d9301_1.JPG,40.688896,-74.04663,300.007785
0fc4328eb9e448559c2791dffd9d9301_2.JPG,40.687611,-74.040788,300.872383
0fc4328eb9e448559c2791dffd9d9301_3.JPG,40.683877,-74.047347,300.611855
0fc4328eb9e448559c2791dffd9d9301_4.JPG,40.682994,-74.042036,300.63628
0fc4328eb9e448559c2791dffd9d9301_5.JPG,40.689913,-74.041837,300.214685
10126adbcfcb445cac5109697db6a890_0.JPG,40.680604,-74.04489,300.287173
10126adbcfcb445cac5109697db6a890_1.JPG,40.681448,-74.04191,300.278054
10126adbcfcb445cac5109697db6a890_2.JPG,40.685239,-74.047972,300.231996
10126adbcfcb445cac5109697db6a890_3.JPG,40.688308,-74.042276,300.158925
10126adbcfcb445cac5109697db6a890_4.JPG,40.681278,-74.049678,300.838459
10126adbcfcb445cac5109697db6a890_5.JPG,40.68409,-74.044733,300.416683
106b1b63fce94c3e9b38c19528bc23af_0.JPG,40.681671,-74.046049,300.809016
106b1b63fce94c3e9b38c19528bc23af_1.JPG,40.680593,-74.045913,300.273667
106b1b63fce94c3e9b38c19528bc23af_2.JPG,40.681641,-74.041651,300.657142
106b1b63fce94c3e9b38c19528bc23af_3.JPG,40.681695,-74.043496,300.907656
106b1b63fce94c3e9b38c19528bc23af_4.JPG,40.688142,-74.048915,300.12883
106b1b63fce94c3e9b38c19528bc23af_5.JPG,40.683737,-74.04992,300.348742
108b410fa6eb4a09a61bc5a850159e2d_0.JPG,40.682093,-74.042592,300.721681
108b410fa6eb4a09a61bc5a850159e2d_1.JPG,40.688644,-74.040394,300.993517
108b410fa6eb4a09a61bc5a850159e2d_2.JPG,40.686851,-74.041315,300.158498
108b410fa6eb4a09a61bc5a850159e2d_3.JPG,40.689836,-74.043323,300.040274
108b410fa6eb4a09a61bc5a850159e2d_4.JPG,40.687521,-74.046626,300.213773
108b410fa6eb4a09a61bc5a850159e2d_5.JPG,40.688009,-74.041921,300.820309
10a7be8812964c339778f404cdf61e97_0.JPG,40.681344,-74.048539,300.293475
10a7be8812964c339778f404cdf61e97_1.JPG,40.684413,-74.0461,300.902026
10a7be8812964c339778f404cdf61e97_2.JPG,40.687621,-74.041539,300.49803
10a7be8812964c339778f404cdf61e97_3.JPG,40.683224,-74.049724,300.035213
10a7be8812964c339778f404cdf61e97_4.JPG,40.68385,-74.048405,300.349247
10a7be8812964c339778f404cdf61e97_5.JPG,40.687105,-74.0434,300.353024
10b3a453241a4d7fa254c2d7c13b48fa_0.JPG,40.681531,-74.04186,300.44665
10b3a453241a4d7fa254c2d7c13b48fa_1.JPG,40.683957,-74.047952,300.95468
10b3a453241a4d7fa254c2d7c13b48fa_2.JPG,40.683239,-74.044271,300.841533
10b3a453241a4d7fa254c2d7c13b48fa_3.JPG,40.684909,-74.043501,300.523896
10b3a453241a4d7fa254c2d7c13b48fa_4.JPG,40.683836,-74.044171,300.328591
10b3a453241a4d7fa254c2d7c13b48fa_5.JPG,40.689919,-74.046981,300.386156
10e7012daf8e463a996e2d35fa67fb5a_0.JPG,40.68493,-74.040809,300.705421
10e7012daf8e463a996e2d35fa67fb5a_1.JPG,40.687728,-74.044023,300.944034
10e7012daf8e463a996e2d35fa67fb5a_2.JPG,40.686214,-74.045189,300.915937
10e7012daf8e463a996e2d35fa67fb5a_3.JPG,40.687897,-74.046519,300.736302
10e7012daf8e463a996e2d35fa67fb5a_4.JPG,40.686012,-74.046805,300.120462
10e7012daf8e463a996e2d35fa67fb5a_5.JPG,40.689714,-74.043208,300.456116
1124ca1cda3d47c19f748a7dd02b3d3a_0.JPG,40.680965,-74.040473,300.342869
1124ca1cda3d47c19f748a7dd02b3d3a_1.JPG,40.688434,-74.04057,300.474496
1124ca1cda3d47c19f748a7dd02b3d3a_2.JPG,40.680577,-74.043173,300.260274
1124ca1cda3d47c19f748a7dd02b3d3a_3.JPG,40.683069,-74.040485,300.069629
1124ca1cda3d47c19f748a7dd02b3d3a_4.JPG,40.682242,-74.045587,300.587026
1124ca1cda3d47c19f748a7dd02b3d3a_5.JPG,40.689316,-74.049376,300.729607
112a4b5fd71844af9104eced07dddf1b_0.JPG,40.689662,-74.046049,300.650124
112a4b5fd71844af9104eced07dddf1b_1.JPG,40.684759,-74.04865,300.33246
112a4b5fd71844af9104eced07dddf1b_2.JPG,40.686856,-74.042923,300.586354
112a4b5fd71844af9104eced07dddf1b_3.JPG,40.683349,-74.049401,300.922611
112a4b5fd71844af9104eced07dddf1b_4.JPG,40.683341,-74.04413,300.204033
112a4b5fd71844af9104eced07dddf1b_5.JPG,40.682803,-74.049045,300.226959
114da205132446678ff1e65bebeeec4b_0.JPG,40.684295,-74.047281,300.429658
114da205132446678ff1e65bebeeec4b_1.JPG,40.686534,-74.048257,300.327915
114da205132446678ff1e65bebeeec4b_2.JPG,40.686303,-74.041389,300.272271
114da205132446678ff1e65bebeeec4b_3.JPG,40.685975,-74.042176,300.315996
114da205132446678ff1e65bebeeec4b_4.JPG,40.685446,-74.043285,300.460562
114da205132446678ff1e65bebeeec4b_5.JPG,40.688362,-74.044963,300.948778
1165d37969534dee80874025dcb73833_0.JPG,40.687798,-74.042963,300.619462
1165d37969534dee80874025dcb73833_1.JPG,40.682472,-74.047303,300.208144
1165d37969534dee80874025dcb73833_2.JPG,40.687065,-74.042936,300.429859
1165d37969534dee80874025dcb73833_3.JPG,40.680644,-74.041823,300.082557
1165d37969534dee80874025dcb73833_4.JPG,40.687032,-74.048549,300.218023
1165d37969534dee80874025dcb73833_5.JPG,40.687375,-74.042984,300.441641
116ea1f37ed0431f8821eaaa167c5916_0.JPG,40.68755,-74.043568,300.792519
116ea1f37ed0431f8821eaaa167c5916_1.JPG,40.685813,-74.045986,300.847554
116ea1f37ed0431f8821eaaa167c5916_2.JPG,40.68574,-74.045738,300.103617
116ea1f37ed0431f8821eaaa167c5916_3.JPG,40.68797,-74.040719,300.883423
116ea1f37ed0431f8821eaaa167c5916_4.JPG,40.689842,-74.046873,300.061238
116ea1f37ed0431f8821eaaa167c5916_5.JPG,40.68616,-74.048525,300.306147
1226e3c30cd04501a7046c7cf3dfd417_0.JPG,40.687886,-74.041926,300.871099
1226e3c30cd04501a7046c7cf3dfd417_1.JPG,40.686898,-74.044806,300.713068
1226e3c30cd04501a7046c7cf3dfd417_2.JPG,40.680907,-74.042391,300.666116
1226e3c30cd04501a7046c7cf3dfd417_3.JPG,40.682058,-74.044767,300.715132
1226e3c30cd04501a7046c7cf3dfd417_4.JPG,40.683857,-74.045007,300.447063
1226e3c30cd04501a7046c7cf3dfd417_5.JPG,40.685588,-74.043787,300.411045
12354f530f874d18875e792636f6b2b3_0.JPG,40.68034,-74.041224,300.869394
12354f530f874d18875e792636f6b2b3_1.JPG,40.686403,-74.042164,300.201752
12354f530f874d18875e792636f6b2b3_2.JPG,40.683606,-74.046595,300.265876
12354f530f874d18875e792636f6b2b3_3.JPG,40.689985,-74.046224,300.290104
12354f530f874d18875e792636f6b2b3_4.JPG,40.680631,-74.044195,300.063851
12354f530f874d18875e792636f6b2b3_5.JPG,40.681137,-74.048541,300.087338
123c8b9dda7647c6b18268a8957587d1_0.JPG,40.68576,-74.042481,300.889448
123c8b9dda7647c6b18268a8957587d1_1.JPG,40.686466,-74.046075,300.1098
